DocumentID	DocumentTitleEn	DocumentTitleAr
D1517	List of lakes in Michigan	none
D1518	Interstate 70	none
D1519	Solar eclipse	كسوف الشمس
D1520	Eddie Vedder	none
D1521	Political party	حزب سياسي
D1522	Mango	منجا
D1523	Gill Byrd	none
D1524	Tropic of cancer	none
D1525	DVD-Video	none
D1526	Bellefontaine, Ohio	بيل فونتين
D1527	Leech (computing)	none
D1528	United States Postal Service	none
D1529	List of capitals in the United States	قائمة العواصم في الولايات المتحدة
D1530	Princess cut	none
D1531	Russia and weapons of mass destruction	none
D1532	Chevrolet Monte Carlo	شيفروليه مونت كارلو
D1533	Scottsdale, Arizona	سكوتسديل
D1534	Brad Pitt	براد بيت
D1535	Dog	كلب
D1536	Electron microscope	مجهر إلكتروني
D1537	Popeyes Louisiana Kitchen	none
D1538	Leg press	ضغط الأرجل
D1539	Wendy Williams	ويندي ويليامز
D1540	Social contract	عقد اجتماعي
D1541	Give me Liberty, or give me Death!	none
D1542	Newfoundland and Labrador	نيوفاوندلاند واللابرادور
D1543	Theodore Roosevelt	ثيودور روزفلت
D1544	Cousin	ابن العم أو الخال
D1545	Webster (TV series)	ويبستر (مسلسل)
D1546	Cell division	انقسام خلوي
D1547	Sports in the United States	الرياضة في الولايات المتحدة
D1548	News Corporation	نيوز كوربوريشن
D1549	Category:Mountain ranges of Massachusetts	تصنيف:سلاسل جبلية في ماساتشوستس
D1550	Monarchy	ملكية
D1551	Howard Jones (musician)	none
D1552	Isle of Man TT	كأس جزيرة مان السياحية
D1553	Unemployment	بطالة
D1554	Newton metre	نيوتن متر
D1555	Collectivism	جماعية
D1556	Acute disseminated encephalomyelitis	التهاب الدماغ والنخاع الحاد المنتشر
D1557	Stomach	معدة
D1558	Christmas stocking	none
D1559	John Adams	جون آدامز
D1560	Woodie	none
D1561	Per diem	حسم
D1562	Robin Hood	روبن هود
D1563	Pearl	لؤلؤ
D1564	Joseph Franklin Rutherford	none
D1565	Bing	none
D1566	American football positions	none
D1567	List of Zoey 101 characters	none
D1568	Irish people	إيرلنديون
D1569	Hubble Space Telescope	مرصد هابل الفضائي
D1570	Anti-inflammatory	مضاد التهاب
D1571	The Tonight Show	none
D1572	John Glenn	جون غلين
D1573	Mama Told Me Not to Come	none
D1574	50 Cent	50 سنت
D1575	Mother Angelica	الأم أنجيليكا
D1576	SS Andrea Doria	none
D1577	Dialysis tubing	none
D1578	Statue of Liberty	تمثال الحرية
D1579	Thermometer	مقياس حرارة
D1580	Snow White and the Seven Dwarfs (1937 film)	سنو وايت والأقزام السبعة (فيلم 1937)
D1581	Fifth Avenue	الجادة الخامسة (نيويورك)
D1582	childbirth	none
D1583	AM-2201	none
D1584	List of Viva La Bam episodes	none
D1585	Flushed Away	التدفق البعيد (فيلم)
D1586	Atlanta Braves	none
D1587	List of charitable organizations in the Roman Catholic Archdiocese of New York	none
D1588	Leaf	ورقة نبات
D1589	Second Epistle to the Corinthians	الرسالة الثانية إلى أهل كورنثوس
D1590	Our Gang	none
D1591	Heroin	هيروين
D1592	Zacharias Janssen	زاكرياس يانسن
D1593	George Washington	جورج واشنطن
D1594	Wiki	ويكي
D1595	Lake Tahoe	بحيرة تاهو
D1596	Twenty-seventh Amendment to the United States Constitution	none
D1597	First they came...	none
D1598	List of islands by area	قائمة الجزر حسب المساحة
D1599	Four Thirds system	none
D1600	HVAC	التدفئة والتهوية وتكييف الهواء
D1601	Maximum Ride	none
D1602	Appalachia	none
D1603	Savanna	سافانا
D1604	James Bond (literary character)	none
D1605	Nature Boy	none
D1606	Louisiana	لويزيانا
D1607	Laws of science	قوانين العلم
D1608	High jump	قفز عالي
D1609	Index.dat	ملف الفهرس
D1610	Joan Baez	جوان بيز
D1611	PlayStation 3 launch	none
D1612	Lauren Fenmore	none
D1613	2010 NBA Finals	none
D1614	Prosecutor	مدع
D1615	Strawberry Shortcake	ستروبيري شورت كيك
D1616	Muhammad	محمد
D1617	Great Books of the Western World	none
D1618	Stingray	سمك الرقيطة
D1619	Cocaine (song)	none
D1620	Roller skating	تزلج بالعجلات
D1621	Attack on Pearl Harbor	الهجوم على بيرل هاربر
D1622	Great Falls, South Carolina	غريت فالس (كارولاينا الجنوبية)
D1623	Religion in Africa	none
D1624	Project Runway (season 2)	none
D1625	Miami Marlins	none
D1626	Mule (coin)	none
D1627	Dungeness crab	none
D1628	Tornadoes of 2010	none
D1629	Windows PowerShell	none
D1630	Mary Poppins (film)	ماري بوبينز (فيلم)
D1631	Story arc	none
D1632	Bible translations	ترجمات الكتاب المقدس
D1633	Black Friday (shopping)	الجمعة السوداء
D1634	The Family That Preys	none
D1635	Net D	none
D1636	British West Indies	none
D1637	United States presidential inauguration	يوم القسم الرئاسي
D1638	Lady Gaga	ليدي غاغا
D1639	Justinian I	جستينيان الأول
D1640	Florida Gators baseball	none
D1641	Political campaign	حملة انتخابية
D1642	Superman	سوبرمان
D1643	Elizabeth Cady Stanton	إليزابيث كادي ستانتون
D1644	My Fair Lady	none
D1645	Ancient Egyptian royal titulary	ألقاب ملكية مصرية قديمة
D1646	Deregulation	none
D1647	Boston Bruins Radio Network	none
D1648	There Will Come Soft Rains (short story)	none
D1649	Ethnic group	عرقية
D1650	Ricky Martin	ريكي مارتن
D1651	Klingon culture	none
D1652	Solar energy	طاقة شمسية
D1653	Latin alphabet	none
D1654	Appalachian Trail	none
D1655	Add-on	none
D1656	Deliverable	none
D1657	Fidel Castro	فيدل كاسترو
D1658	Club seating	none
D1659	Sophia Loren	صوفيا لورين
D1660	Epidemiology of suicide	وبائيات الانتحار
D1661	Oprah Winfrey Leadership Academy for Girls	اكاديمية اوبرا وينفري للقيادة
D1662	Digicel	none
D1663	FIFA World Cup records	none
D1664	Scott Pilgrim vs. the World	سكوت بيلجرام يواجه العالم
D1665	Jefferson Davis	جيفيرسون ديفيس
D1666	True Blood	دم حقيقي
D1667	Googol	غوغول
D1668	Hospital emergency codes	none
D1669	Eifel Aqueduct	قناة إيفل
D1670	Disulfide bond	none
D1671	Religion in the United Kingdom	الدين في المملكة المتحدة
D1672	1967 Newark riots	none
D1673	Redshirt (college sports)	none
D1674	Communist state	دولة شيوعية
D1675	Michael Phelps	مايكل فيلبس
D1676	Lenovo	لينوفو
D1677	Slug	بزاق
D1678	Napoleon	نابليون الأول
D1679	List of United States Senators from Pennsylvania	none
D1680	South Africa national rugby union team	منتخب جنوب أفريقيا الوطني لإتحاد الرجبي
D1681	Battle of gettysburg	none
D1682	List of academic disciplines	none
D1683	AFI's 100 Years...100 Movie Quotes	none
D1684	Juris Doctor	none
D1685	PHP	بي إتش بي
D1686	Metaphor	استعارة
D1687	Dexter (TV series)	ديكستر (مسلسل)
D1688	Context-dependent memory	none
D1689	Printmaking	طباعة فنية
D1690	Il Divo	إيل ديفو
D1691	1998 FIFA World Cup	كأس العالم لكرة القدم 1998
D1692	Interceptor aircraft	طائرة اعتراضية
D1693	Vietnamese American	none
D1694	Menstrual cycle	دورة شهرية
D1695	Death of Adolf Hitler	وفاة أدولف هتلر
D1696	Alcohol laws of Missouri	none
D1697	Necrotizing fasciitis	مرض أكل اللحم
D1698	World War II	الحرب العالمية الثانية
D1699	Limited liability company	none
D1700	K-Cup	none
D1701	Big Sandy River (Ohio River)	none
D1702	Chronograph	كرونوغراف
D1703	Conventional PCI	منفذ الملحقات الإضافية
D1704	Michael W. Smith	none
D1705	Folsom State Prison	none
D1706	Just the Way You Are	none
D1707	1967 NBA Finals	none
D1708	Airbus	إيرباص
D1709	Sabotage	تخريب متعمد
D1710	Patrick Henry College	none
D1711	History of television	تاريخ التلفزيون
D1712	Movie theater	سينما
D1713	Motorcycle club	none
D1714	Lyme disease	داء لايم
D1715	Deep Blue Sea	none
D1716	Star Wars music	none
D1717	Adderall	آديرال
D1718	Penis	قضيب (عضو ذكري)
D1719	Alpine skiing	التزلج على المنحدرات الثلجية
D1720	Artists and repertoire	none
D1721	Furlong	none
D1722	Lithium battery	بطارية الليثيوم
D1723	Shampoo	شامبو
D1724	Ray lamontagne	none
D1725	Annie (1982 film)	none
D1726	List of Ugly Betty characters	none
D1727	When the Wind Blows (James Patterson novel)	none
D1728	Logos and uniforms of the Pittsburgh Steelers	none
D1729	Erwin Rommel	إرفين رومل
D1730	Seven gifts of the Holy Spirit	none
D1731	Earth Day	يوم الأرض
D1732	Iodine	يود
D1733	Lobbying	ضغط سياسي
D1734	Skins (UK TV series)	none
D1735	Cream (band)	none
D1736	Hairspray (1988 film)	none
D1737	List of Christian denominations	none
D1738	Louisiana Purchase	صفقة لويزيانا
D1739	Cool Jerk	none
D1740	Kris Jenner	كريس جينر
D1741	Malaysia	ماليزيا
D1742	History of the Republic of Ireland	تاريخ جمهورية أيرلندا
D1743	John Quincy Adams	جون كوينسي آدامز
D1744	Internet Explorer 9	إنترنت إكسبلورر 9
D1745	Alka-Seltzer	none
D1746	Stalactite	نوازل الكهوف
D1747	British degree abbreviations	none
D1748	Race (human classification)	العرق (التصنيف البشري)
D1749	Lucy Stone	لوسي ستون
D1750	Bond (finance)	سند (ورقة مالية)
D1751	Pelvic outlet	none
D1752	Scale model	نموذج مصغر
D1753	Zune HD	none
D1754	Electric chair	كرسي كهربائي
D1755	Maryland House of Delegates	none
D1756	Private label	علامة تجارية للمتجر
D1757	Liberation of Paris	تحرير باريس
D1758	Feelin' Alright	none
D1759	Neural pathway	مسار عصبي
D1760	Devon Werkheiser	ديفون وركهايسر
D1761	Carter G. Woodson	none
D1762	Loan origination	none
D1763	Ray charles	none
D1764	New Deal	الصفقة الجديدة
D1765	List of sports attendance figures	none
D1766	Federal Insurance Contributions Act tax	none
D1767	Woman	امرأة
D1768	List of U.S. state abbreviations	قائمة رموز الولايات الأمريكية
D1769	I Don't Want to Miss a Thing	none
D1770	Daylight saving time	توقيت صيفي
D1771	Montargis	مونتارغيس
D1772	Logical Unit Number	none
D1773	Gospel of Mark	إنجيل مرقس
D1774	The Lord of the Rings	سيد الخواتم
D1775	2011 end times prediction	none
D1776	Duomo	none
D1777	List of Drake & Josh episodes	none
D1778	The Bucket List	قائمة الدلو
D1779	Crusades	حملات صليبية
D1780	Training camp (National Football League)	none
D1781	Imperial units	وحدات إمبراطورية
D1782	File system	نظام الملفات
D1783	Triumph Motorcycles	none
D1784	William Howard Taft	ويليام هوارد تافت
D1785	The Ten Commandments (1956 film)	الوصايا العشر (فيلم 1956)
D1786	Louisville, Kentucky	لويفيل (كنتاكي)
D1787	Cooling bath	none
D1788	Eating disorder	اضطراب الأكل
D1789	Midlife crisis	أزمة منتصف العمر
D1790	Slavery in the United States	العبودية في الولايات المتحدة
D1791	Geologic time scale	مقياس زمني جيولوجي
D1792	Sharecropping	مزارعة
D1793	TI-82	none
D1794	Ben Carson	بن كارسون
D1795	United States	الولايات المتحدة
D1796	List of The King of Fighters characters	none
D1797	Whale Wars	none
D1798	Harpy Eagle	none
D1799	Biological classification	none
D1800	Circumpolar constellation	كوكبات قطبية
D1801	Sesame	سمسم
D1802	John Lennon	جون لينون
D1803	Rip Van Winkle	ريب فان وينكل
D1804	Pee-wee Herman	none
D1805	That '70s Show	عرض السبعينات ذاك
D1806	Kansas	كانساس
D1807	Cory in the House	كوري إن ذا هاوس
D1808	Psychology	علم النفس
D1809	Olmec	أولمك
D1810	One wall paddleball	none
D1811	List of The Nanny characters	none
D1812	Same-sex marriage in the United States	زواج المثليين في الولايات المتحدة
D1813	Sun City (song)	none
D1814	List of Police Academy characters	none
D1815	David Rice Atchison	ديفيد أتشيسون
D1816	List of NBA players with most championships	none
D1817	Accuracy and precision	الدقة والضبط
D1818	Continent	قارة
D1819	Biker Boyz	none
D1820	Roth IRA	none
D1821	Community property	none
D1822	Milwaukee	ميلواكي (ويسكونسن)
D1823	Hallelujah (Leonard Cohen song)	none
D1824	Garnishment	حجز مال المدين
D1825	Neuromuscular-blocking drug	none
D1826	Wedding of Prince William and Catherine Middleton	حفل زفاف الأمير ويليام وكيت ميدلتون
D1827	18th century	القرن 18
D1828	Vanessa Minnillo	none
D1829	Hand	يد
D1830	Too Cool	none
D1831	Digital clock	ساعة رقمية
D1832	List of Family Guy cast members	none
D1833	History of the board game Monopoly	تاريخ لعبة الاحتكار اللوحية
D1834	Sacrifice fly	none
D1835	Parcel	none
D1836	Minnesota	مينيسوتا
D1837	Grant (money)	none
D1838	Isotopes of cobalt	نظائر الكوبالت
D1839	Who Moved My Cheese?	من الذي حرك قطعة الجبن الخاصة بي ؟
D1840	Nikita Khrushchev	نيكيتا خروتشوف
D1841	Upper gastrointestinal bleeding	نزيف الجهاز الهضمي العلوي
D1842	Philips Lumileds Lighting Company	none
D1843	Mnemonic	استذكار
D1844	No Child Left Behind Act	none
D1845	Chickenlover	none
D1846	Death of Caylee Anthony	none
D1847	United States of Tara	none
D1848	Pickup truck	نصف نقل
D1849	Horses in the Middle Ages	none
D1850	The Music Man	none
D1851	Surveyor's wheel	none
D1852	Tapered roller bearing	none
D1853	Desert	صحراء
D1854	Girls Just Want to Have Fun	none
D1855	Defibrillation	none
D1856	Cato Institute	none
D1857	Mike Huckabee	مايك هاكابي
D1858	Dracula	دراكولا (رواية)
D1859	Quidditch	كويدتش
D1860	Rachael Ray	رايتشل راي
D1861	United States Congress	الكونغرس الأمريكي
D1862	A Little More Country Than That	none
D1863	BlackBerry	بلاك بيري
D1864	Demand curve	none
D1865	InuYasha	none
D1866	List of Arizona state symbols	none
D1867	History	تاريخ
D1868	Malcolm X	مالكوم إكس
D1869	Henry Paulson	هنري بولسون
D1870	Eucharistic adoration	none
D1871	Systemic	none
D1872	Single-lens reflex camera	كاميرا عاكسة مفردة العدسة
D1873	Virtual machine	آلة افتراضية
D1874	Waiting for the End	ويتينغ فور ذا إند
D1875	Donna Pinciotti	none
D1876	Household income in the United States	none
D1877	Registered Agent	none
D1878	Elephant	فيل
D1879	Life, liberty and the pursuit of happiness	none
D1880	massage	none
D1881	Marc Anthony	مارك أنتوني
D1882	Fencing	مبارزة السلاح
D1883	Quadriceps femoris muscle	عضلة رباعية الرؤوس
D1884	RMS Titanic	آر إم إس تيتانيك
D1885	Human leg	ساق الإنسان
D1886	Demographics of Turkey	التركيبة السكانية في تركيا
D1887	Full-size car	none
D1888	Northwest District, Portland, Oregon	none
D1889	Joel Grey	جويل غري
D1890	Flo (Progressive Insurance)	none
D1891	James Madison	جيمس ماديسون
D1892	Roman's Revenge	none
D1893	Hydraulic fluid	سائل هيدروليكي
D1894	Mahindra Tractors	none
D1895	Petit Le Mans	none
D1896	POWER6	معالج IBM Power 6
D1897	Beer	جعة
D1898	American middle class	none
D1899	Tiger Salamander	none
D1900	Saturday Night Live cast members	none
D1901	Disaster	كارثة
D1902	Booting	إقلاع (حاسوب)
D1903	Firebird (database server)	فيربيرد
D1904	outsourcing	none
D1905	HIV	فيروس العوز المناعي البشري
D1906	Steel strike of 1919	none
D1907	Fireman's pole	none
D1908	Mary Poppins	none
D1909	The Last Song (film)	ذا لاست سونغ (فيلم)
D1910	Simlish	none
D1911	Ultrasonic testing	اختبار فوق صوتي
D1912	Vas deferens	أسهر
D1913	Ischemia	نقص التروية
D1914	The Last of the Mohicans (1992 film)	آخر الموهيكان (فيلم 1992)
D1915	Criminal Minds	عقول إجرامية
D1916	Down syndrome	متلازمة داون
D1917	Hot flash	هبة الحرارة
D1918	QWERTY	كويرتي
D1919	G.I. Bill	none
D1920	Government of Singapore	none
D1921	Humboldt, Kansas	همبولدت (كانساس)
D1922	Watergate scandal	فضيحة ووترغيت
D1923	Elizabeth Webber	none
D1924	Presidency of Ronald Reagan	none
D1925	Mortality rate	معدل الوفيات
D1926	Otoacoustic emission	انبعاثات أذنية سمعية
D1927	CHEP	none
D1928	Hurricane Tomas	none
D1929	Victoria Jackson	فكتوريا جاكسون
D1930	Postmodern literature	none
D1931	Enigma (musical project)	إنيغما (فرقة)
D1932	Scooby-Doo	سكوبي دو
D1933	The Catcher in the Rye	الحارس في حقل الشوفان
D1934	Call of Duty	كول أوف ديوتي (سلسلة)
D1935	Estate tax in the United States	ضريبة العقارات في الولايات المتحدة
D1936	Gavin Rossdale	none
D1937	Evangeline	none
D1938	Raphael	رفائيل
D1939	Julia Roberts	جوليا روبرتس
D1940	Mark Zuckerberg	مارك زوكربيرغ
D1941	United States House Committee on Ways and Means	none
D1942	Blue whale	حوت أزرق
D1943	Range (mathematics)	none
D1944	Artichoke	none
D1945	United States one hundred-dollar bill	none
D1946	Mustard (condiment)	صلصة الخردل
D1947	Climax Blues Band	none
D1948	David	داود
D1949	Paresthesia	مذل
D1950	Kathmandu	كاتماندو
D1951	Field hockey	هوكي الحقل
D1952	Cane Ashby	none
D1953	Johnny Depp	جوني ديب
D1954	Mark Sanchez	none
D1955	Paul Avery	none
D1956	The Addams Family	none
D1957	Sump pump	none
D1958	Bleeding Kansas	none
D1959	Benzene	بنزين (مركب كيميائي)
D1960	Giovanni Schiaparelli	جيوفاني سكيابارلي
D1961	Heat	حرارة
D1962	Wii homebrew	none
D1963	Cougar Town	none
D1964	Stephen Hadley	ستيفن هادلي
D1965	Scientific control	ضبط علمي
D1966	Electron configurations of the elements (data page)	توزيعات إلكترونية للعناصر الكيميائية (صفحة بيانات)
D1967	Industrial Revolution	الثورة الصناعية
D1968	Juliet Huddy	none
D1969	List of United States cities by area	قائمة مدن الولايات المتحدة الأمريكية من حيث المساحة
D1970	Large intestine	أمعاء غليظة
D1971	San Fernando Valley	وادي سان فيرناندو
D1972	World of Coca-Cola	none
D1973	Pretties	none
D1974	Dime (United States coin)	دايم (عملة أمريكية)
D1975	Susan Smith	none
D1976	Mount McKinley	none
D1977	Honda S600	none
D1978	Everybody Hates Chris	none
D1979	Pleural effusion	انصباب جنبي
D1980	San Francisco	سان فرانسيسكو
D1981	Beowulf	بيولف
D1982	Constitution of Canada	دستور كندا
D1983	Shem	سام
D1984	Go Daddy	none
D1985	Andy Whitfield	أندي ويتفيلد
D1986	Andorra	أندورا
D1987	Kim Kardashian	كيم كردشيان
D1988	Oahu	أواهو (هاواي)
D1989	Large denominations of United States currency	none
D1990	British Honduras	هندوراس البريطانية
D1991	Spelt	حنطة
D1992	Sherlock Holmes	شرلوك هولمز
D1993	Michigan State Capitol	كابيتول ولاية ميشيغان
D1994	Jell-O	none
D1995	Kennywood	none
D1996	Social Security number	none
D1997	Minimalism	تقليلية
D1998	Dave Eggers	none
D1999	Mayfield Dairy	none
D2000	Dalton's law	قانون دالتون
D2001	List of United States colleges and universities by enrollment	none
D2002	Right Round	none
D2003	Chief Justice of the United States	none
D2004	Prudhoe Bay Oil Field	none
D2005	Rock of Ages (musical)	none
D2006	Labor unions in the United States	none
D2007	Boutique	بوتيك
D2008	List of The Game episodes	none
D2009	Navy Federal Credit Union	none
D2010	Phosphate	فوسفات
D2011	Stevie wonder	none
D2012	Psychosis	ذهان
D2013	General Grievous	الجنرال غريفوس
D2014	Baseball statistics	none
D2015	Cub Cadet	none
D2016	Scotty McCreery	none
D2017	General Tso's chicken	none
D2018	Great Depression	الكساد الكبير
D2019	David Ortiz	none
D2020	Premature ventricular contraction	انقباض بطيني سابق لأوانه
D2021	Lucy van Pelt	none
D2022	Gary Busey	غاري بوسي
D2023	Anti-Counterfeiting Trade Agreement	اتفاقية مكافحة التزييف التجارية
D2024	Semi-trailer truck	none
D2025	Lark Voorhies	none
D2026	Pittsburgh Steelers	بيتسبورغ ستيلرز
D2027	Flour	طحين
D2028	Heart rate	سرعة القلب
D2029	Carriage	none
D2030	Debriefing	عملية استخلاص المعلومات
D2031	2004 Indian Ocean earthquake and tsunami	زلزال وتسونامي المحيط الهندي 2004
D2032	Cubic foot	قدم مكعب
D2033	Kirstie Alley	كريستي آلي
D2034	Ho chi minh	none
D2035	All Roads Lead Home	none
D2036	Sales taxes in the United States	none
D2037	Central processing unit	وحدة معالجة مركزية
D2038	Overtime	ساعات عمل إضافية
D2039	Force-directed graph drawing	none
D2040	Purchasing power	قدرة شرائية
D2041	Education in South Korea	none
D2042	My Lai Massacre	مجزرة ماي لاي
D2043	Hijackers in the September 11 attacks	خاطفو الطائرات في 11 سبتمبر
D2044	Mithridates VI of Pontus	ميثراداتس السادس
D2045	Oldest people	عميد البشرية
D2046	Timeline of the African-American Civil Rights Movement	none
D2047	Heavy metal music	موسيقى الميتال
D2048	Far-right politics	يمين متطرف
D2049	Thomas Hobbes	توماس هوبز
D2050	Mexico city	none
D2051	Emotional intelligence	ذكاء عاطفي
D2052	Heredity	توريث (أحياء)
D2053	Income tax in the United States	none
D2054	Languages of India	لغات الهند
D2055	Adjusted Gross Income	none
D2056	Lazy Eye (Silversun Pickups song)	none
D2057	List of Etruscan mythological figures	none
D2058	North Korea	كوريا الشمالية
D2059	Vienna sausage	none
D2060	Telephone prefix	none
D2061	Metformin	ميتفورمين
D2062	Cabin pressurization	none
D2063	Mount Rushmore	جبل راشمور
D2064	Dress shirt	قميص رسمي
D2065	Administrative Professionals' Day	none
D2066	Blasting	none
D2067	Nicolas Poussin	نيكولا بوسان
D2068	Keith Whitley	none
D2069	Statute	نظام أساسي
D2070	List of heavyweight boxing champions	قائمة أبطال الملاكمة في الوزن الثقيل
D2071	Answering machine	مجيب (الهاتف)
D2072	T-bone steak	none
D2073	Antoine Walker	أنطوان ووكر
D2074	Function (mathematics)	دالة
D2075	External iliac artery	شريان حرقفي ظاهر
D2076	Steam (software)	ستيم
D2077	Archipelago	أرخبيل
D2078	Jerry Lewis	جيري لويس
D2079	Rhine	راين
D2080	Sri	none
D2081	Civil engineering	هندسة مدنية
D2082	Katherine Dunham	كاثرين دنهام
D2083	Sphagnum	إسفغنون
D2084	Network Railcard	none
D2085	United nations	none
D2086	Mississippi Alluvial Plain	none
D2087	South Beach	ساوث بيتش
D2088	Space Shuttle	مكوك فضاء
D2089	United States presidential election, 1960	none
D2090	Macbeth	مكبث (مسرحية)
D2091	Milton Hershey School	none
D2092	EPub	none
D2093	Second-language acquisition	اكتساب اللغة الثانية
D2094	Forbes list of billionaires	none
D2095	United States Secret Service	الخدمة السرية (الولايات المتحدة)
D2096	Me and Bobby McGee	none
D2097	Pressure	ضغط
D2098	Great Basin	الحوض العظيم
D2099	Tamari	none
D2100	Marketing mix	مزيج تسويقي
D2101	MS-13	أم أس-13
D2102	List of films based on video games	none
D2103	Bones (TV series)	بونز (مسلسل)
D2104	Super Bowl XXV	none
D2105	Pippi Longstocking	بيبي ذات الجورب الطويل
D2106	90210 (season 3)	none
D2107	Beaver Stadium	none
D2108	Tequila Sunrise (cocktail)	تيكيلا سن رايز
D2109	United States Senate election in Florida, 2010	none
D2110	Doha	الدوحة
D2111	Shelton Benjamin	شيلتون بنجامين
D2112	Paranasal sinuses	جيوب مجاورة للأنف
D2113	Lean manufacturing	تصنيع رشيق
D2114	List of iCarly episodes	none
D2115	Mecca	مكة
D2116	Westlife	ويستلايف
D2117	Vitamin A	فيتامين ألف
D2118	Selena Gomez	سيلينا غوميز
D2119	Tracie Spencer	none
D2120	Memorial Day	يوم الذكرى
D2121	Freedom Summer	none
D2122	Father's Day	يوم الأب
D2123	Secretary of state (U.S. state government)	none
D2124	Blues	بلوز
D2125	Liver	كبد
D2126	Quarter (United States coin)	none
D2127	Calcium nitrate	نترات الكالسيوم
D2128	Day of the Dead	يوم الموتى
D2129	2011 Major League Baseball All-Star Game	none
D2130	Sumlock ANITA calculator	none
D2131	United States federal budget	none
D2132	New Guinea	غينيا الجديدة
D2133	Amy Poehler	آيمي بولر
D2134	The Van Buren Boys	none
D2135	Bevo	none
D2136	Mylanta	none
D2137	Milk	حليب
D2138	Motorcycle speedway	سباق الدراجات النارية على المنعطفات
D2139	List of world's longest ships	none
D2140	Pebbles Flintstone	none
D2141	Vitamin d	none
D2142	Duramax V8 engine	none
D2143	Balto	none
D2144	Shiva (Judaism)	none
D2145	History of the Jews in the Land of Israel	none
D2146	Stephen Hawking in popular culture	none
D2147	Nissan Maxima	نيسان ماكسيما
D2148	Hot toddy	none
D2149	Propolis	العكبر
D2150	Steven Tyler	ستيفن تيلور
D2151	Swiss Psalm	نشيد سويسرا الوطني
D2152	Blood urea nitrogen	نيتروجين يوريا الدم
D2153	Wayne Fontes	none
D2154	Jews	يهود
D2155	Ethernet hub	موزع (حاسوب)
D2156	Corpus Christi (feast)	none
D2157	C-reactive protein	البروتين المتفاعل-C
D2158	European colonization of the Americas	الاستعمار الأوروبي للأمريكيتين
D2159	Testosterone	تستوستيرون
D2160	Cluster sampling	none
D2161	Jamestown, North Carolina	جيمستاون (كارولاينا الشمالية)
D2162	Natalie Portman	ناتالي بورتمان
D2163	Copper	نحاس
D2164	Major professional sports leagues in the United States and Canada	none
D2165	Parthenon	بارثينون
D2166	Stepwise regression	none
D2167	Meridian altitude	none
D2168	Earned value management	إدارة القيمة المكتسبة
D2169	Spring (season)	ربيع
D2170	Jamestown, Virginia	جيمستاون (فرجينيا)
D2171	Kentucky Derby	كنتاكي ديربي
D2172	James Frey	none
D2173	John Deere	جون دير (شركة)
D2174	United States ten-dollar bill	none
D2175	Colonial government in the Thirteen Colonies	none
D2176	Zoom lens	عدسة مقربة
D2177	Andy Griffith	أندي جريفيث
D2178	Hung jury	none
D2179	Terri Irwin	none
D2180	Heliocentrism	مركزية الشمس
D2181	Norah Jones	نورا جونز
D2182	Dimension (mathematics and physics)	none
D2183	Fontana, California	فونتانا (كاليفورنيا)
D2184	Cowboys Stadium	none
D2185	Coyote Ugly Saloon	none
D2186	The Late Late Show (CBS TV series)	none
D2187	Economic history of Canada	تاريخ كندا الإقتصادي
D2188	Carbon-14	كربون-14
D2189	Puce	none
D2190	Lightning strike	صاعقة
D2191	Peter Kilmartin	none
D2192	Sealing (Mormonism)	none
D2193	2000s (decade)	عقد 2000
D2194	Gunfight at the O.K. Corral	none
D2195	HDMI	واجهة متعددة الوسائط عالية الوضوح
D2196	State funeral of John F. Kennedy	none
D2197	Bree Van de Kamp	بري فان دي كامب
D2198	Algoma, Wisconsin	ألغوما
D2199	The Hangover Part II	صداع الكحول الجزء الثاني
D2200	English Renaissance	النهضة الإنجليزية
D2201	Betty Ford	بيتي فورد
D2202	CD31	none
D2203	Miss Florida USA	none
D2204	Anglo-Saxon England	none
D2205	Smoked salmon	سلمون مدخن
D2206	Coco Chanel	كوكو شانيل
D2207	Gristmill	none
D2208	Animals in space	حيوانات في الفضاء
D2209	Romania	رومانيا
D2210	Ancient history	تاريخ قديم
D2211	J. B. Danquah	none
D2212	Vitamin B12	فيتامين بي 12
D2213	Big Pokey	none
D2214	Baklava	بقلاوة
D2215	Total body surface area	قاعدة التسعات
D2216	List of countries by infant mortality rate	معدلات وفيات الأطفال حسب البلد
D2217	KJ-52	none
D2218	Degree symbol	رمز الدرجة
D2219	List of medical roots, suffixes and prefixes	none
D2220	Field lacrosse	none
D2221	Stomach cancer	سرطان المعدة
D2222	Big Time Rush	none
D2223	Sara Evans	none
D2224	Major religious groups	none
D2225	Euro sign	علامة اليورو
D2226	Mate (beverage)	متة
D2227	Automotive industry	صناعة المركبات
D2228	Dave Batista	none
D2229	Henry Sampson (inventor)	none
D2230	Arctic circle	none
D2231	Robert Gibbs	none
D2232	Quartz	مرو (معدن)
D2233	Erb's point (cardiology)	none
D2234	Traffic light	إشارة ضوئية
D2235	Epileptic seizure	نوبة (طب)
D2236	Sydney Harbour Bridge	جسر ميناء سيدني
D2237	Fundamental theorem of calculus	المبرهنة الأساسية للتفاضل والتكامل
D2238	Hawaii hotspot	none
D2239	Nicki Minaj	نيكي ميناج
D2240	Lucy (Australopithecus)	لوسي (مستحاثة)
D2241	Baby Bash	none
D2242	The Backyardigans	none
D2243	Eddie and the Cruisers	none
D2244	Osteonecrosis of the jaw	none
D2245	Boston Red Sox	بوسطن (ريد سوكس)
